TotalClaimAmtReimbursed_log1p,NumClaims_log1p,NumUniqueBeneficiaries_log1p,TotalIPAnnualReimbursementAmt_log1p,TotalOPAnnualReimbursementAmt_log1p,avg_claim_amt_per_claim_log1p,avg_claim_amt_per_beneficiary_log1p,ip_op_ratio,claims_per_day,diag_per_claim,proc_per_claim,NumUniqueDiagnosisCodes,NumUniqueProcedureCodes,claims_x_avgclaim,many_procs_flag,high_total_claim_flag,Provider,PotentialFraud
0.8098376452168159,-0.1418164583585249,-0.024041307016007644,0.5105083987025915,0.08629493449086371,1.3768106143913206,1.2613014463492869,0.06647888392685179,-0.2945680505100995,0.07812625692973295,0.08277898462587086,-0.3796199543293292,-0.12128351953232629,0.006575672934939494,-0.3305881078122152,-0.2296388358720056,PRV51001,0
1.5715310742051323,0.9402507808491827,1.1003438890854358,0.7438589285518546,0.964142922273984,1.4393969113587002,1.3793374769200855,-0.05729644659095382,-0.20027588943246546,0.0039205116112317724,0.831074909897332,0.7019993069592909,2.9636294051269227,1.8711380879447586,3.024912198499387,4.3546641237868515,PRV51003,1
0.5078984879261115,1.0199919435859701,1.2190197684788358,0.6208117420361072,0.9236461161683062,-0.3117881382951976,-0.4184763630958402,-0.08401219675465674,0.14664976714843483,-0.6248854999440056,-0.4290089020882892,0.34022904209142474,-0.37835959658726376,-0.188689261132013,-0.3305881078122152,-0.2296388358720056,PRV51004,0
1.2382312482003088,2.37945940437498,2.1407394093904726,1.1541954560805174,1.972746334771895,-0.5650406917833993,-0.13974618676012435,-0.09240820507050751,5.053774621403973,-1.0650322954537308,-0.4290089020882892,4.131433756574062,-0.37835959658726376,0.6625571848080426,-0.3305881078122152,-0.2296388358720056,PRV51005,1
0.31845025238549607,0.5425666347691912,0.598114214435297,0.31255522801703894,0.4214755786900127,-0.1143126589707622,-0.12335728784040091,-0.09096520144110923,-0.0011506778637646708,-0.3020068684947266,-0.3697741929778544,-0.03630735603635426,-0.29266757090228457,-0.25738738735415795,-0.3305881078122152,-0.2296388358720056,PRV51007,0
0.34248008139727415,0.2069458026181393,0.26001837859629656,0.38522827925761205,0.3594024814821815,0.2739850588160434,0.242199349208189,-0.06557639713398629,-0.2404548924402953,-0.31014595972359194,-0.23064150413706455,-0.2836400881398954,-0.20697554521730543,-0.2502421867936748,-0.3305881078122152,-0.2296388358720056,PRV51008,0
0.011935597863884512,0.40141451217111973,0.5339515875311077,0.3562860528172069,0.19875107748377943,-0.4474812742834583,-0.5462385504647973,-0.04686743069931759,0.15119534179542568,-0.4458982293445636,-0.4290089020882892,-0.20242635521037441,-0.37835959658726376,-0.3209499006734556,-0.3305881078122152,-0.2296388358720056,PRV51011,0
0.0186651618446627,0.27829726890218737,0.15482468292209292,0.43099959308282676,0.6191195355206177,-0.3084188654619855,-0.16771186386133155,-0.08891426059533881,-0.3170040044684669,-0.3693108921180373,-0.4290089020882892,-0.2577993549350478,-0.37835959658726376,-0.31998232143089017,-0.3305881078122152,-0.2296388358720056,PRV51012,0
-0.03629736435878838,0.2506712385835766,0.401847903467409,0.2350098025456514,0.5127176160237407,-0.3655772139543939,-0.4948835301156832,-0.11113288558845433,-0.22233798331416674,-0.3359515064960483,-0.4290089020882892,-0.26518242156500427,-0.37835959658726376,-0.32746245326764595,-0.3305881078122152,-0.2296388358720056,PRV51013,0
-0.18835877248237554,-0.02521347117050121,0.00437662002598986,0.03757067376196815,-0.030107432073840187,-0.31334388862314083,-0.3475942306351595,-0.09616462628503461,-0.05623232315663787,0.22027235482216553,-0.4290089020882892,-0.3020977547147865,-0.37835959658726376,-0.34383687121875306,-0.3305881078122152,-0.2296388358720056,PRV51014,0
-1.3617471920962823,-0.8450990265979922,-0.8496346663781846,-0.5818193018983576,-0.8148986191799455,-1.2507400313690464,-1.3279048829026654,-0.12082460667149592,-0.2743926540550623,-0.005869164552158883,-0.4290089020882892,-0.5641966200782406,-0.37835959658726376,-0.3802327365737139,-0.3305881078122152,-0.2296388358720056,PRV51015,0
-1.9737929512221053,-1.011702597157876,-0.9463867411961446,-3.1891258174789443,-1.2234264348702981,-2.0030905697073846,-2.1781036957199875,-0.14683669107547567,-0.29132305667467395,0.478719805535679,-0.4290089020882892,-0.5678881533932187,-0.37835959658726376,-0.38220510964509724,-0.3305881078122152,-0.2296388358720056,PRV51016,0
0.9444749053821835,1.8390215546817352,2.0219521033332204,0.8970827791055176,1.6088747653539717,-0.4705960236408694,-0.4915914817044877,-0.10243182719708221,1.5444484922637582,-0.8756201121596504,-0.412446187307896,2.0235682337214955,-0.20697554521730543,0.14828881738452118,-0.3305881078122152,-0.2296388358720056,PRV51017,0
1.33217379376346,1.3795143310227547,1.5145407789881566,0.8090245300752288,1.3139736819498973,0.609903419802115,0.6045622195194211,-0.08938119774469729,0.2699197901654524,-0.47537365308084234,-0.13030001879208716,1.2741869707809157,1.164096865742361,0.9153186546351326,3.024912198499387,-0.2296388358720056,PRV51021,1
